Income,Essentials,Lifestyle,Loan,TotalExpenses,Savings,Overspending
11174,4593,2509,3336,10438,736,1
12057,5594,4478,1001,11073,984,1
11222,4872,3501,295,8668,2554,0
6606,2918,2602,1750,7270,-664,1
7661,3332,1530,1069,5931,1730,0
13021,7818,3871,375,12064,957,1
8347,5277,1211,1944,8432,-85,1
4770,2280,1692,456,4428,342,1
7067,3324,2663,1905,7892,-825,1
5907,3363,1487,674,5524,383,1
11715,8120,4608,3221,15949,-4234,1
5146,3164,898,60,4122,1024,1
14051,6842,3246,2510,12598,1453,1
7057,3162,2002,2035,7199,-142,1
11478,7128,2731,793,10652,826,1
10783,5505,3305,2305,11115,-332,1
8794,4743,1341,1640,7724,1070,1
8008,4693,2813,2260,9766,-1758,1
12682,7228,3882,3499,14609,-1927,1
7931,3727,1800,574,6101,1830,0
13391,5602,2924,2136,10662,2729,0
7741,3698,2657,1694,8049,-308,1
11134,5890,1527,1182,8599,2535,0
14706,6578,2445,4337,13360,1346,1
9880,5706,1737,1755,9198,682,1
11633,6439,3718,395,10552,1081,1
4698,2680,898,753,4331,367,1
9538,6212,3800,1011,11023,-1485,1
10392,4401,3526,3089,11016,-624,1
10054,6484,3996,867,11347,-1293,1
12677,5223,4369,1254,10846,1831,1
12582,5438,1269,806,7513,5069,0
6306,3641,833,650,5124,1182,1
12924,7686,4068,850,12604,320,1
9717,5439,1276,1998,8713,1004,1
7220,4049,2311,1167,7527,-307,1
4838,2747,1710,1406,5863,-1025,1
6235,4309,1008,1278,6595,-360,1
8340,3371,916,2260,6547,1793,0
9194,4440,3052,2216,9708,-514,1
7413,3246,819,589,4654,2759,0
11444,7579,3559,570,11708,-264,1
8514,3606,1711,1425,6742,1772,0
6815,4307,1843,717,6867,-52,1
14400,6141,4934,2542,13617,783,1
11281,5391,2997,1478,9866,1415,1
7881,4400,1188,1,5589,2292,0
4032,1796,1429,196,3421,611,1
7997,3765,902,76,4743,3254,0
5200,3092,861,809,4762,438,1
12954,8328,2955,1211,12494,460,1
10410,6648,4148,200,10996,-586,1
7922,4648,1739,1941,8328,-406,1
11648,6917,1965,1991,10873,775,1
8019,5028,1241,1443,7712,307,1
11364,5682,1444,2573,9699,1665,1
12528,7544,2066,3718,13328,-800,1
10973,7478,3419,142,11039,-66,1
6830,2777,1784,103,4664,2166,0
11726,7496,1659,1833,10988,738,1
14917,7516,5933,3313,16762,-1845,1
5346,2907,1420,1344,5671,-325,1
8258,4002,2798,930,7730,528,1
13568,7489,4449,2577,14515,-947,1
13758,6182,1982,1918,10082,3676,0
7085,3283,1222,1603,6108,977,1
11374,7727,4032,781,12540,-1166,1
8680,4490,2579,1512,8581,99,1
13933,9325,4649,1635,15609,-1676,1
10167,4461,2954,47,7462,2705,0
13573,8231,1461,2226,11918,1655,1
9968,5544,1096,1825,8465,1503,1
5736,3697,633,276,4606,1130,1
4315,1889,691,1029,3609,706,1
14021,8919,5254,504,14677,-656,1
5122,2963,1146,1126,5235,-113,1
13493,8133,4470,2018,14621,-1128,1
6888,4769,1899,1111,7779,-891,1
13121,5740,2846,2008,10594,2527,1
13253,7234,5156,316,12706,547,1
8498,4245,1158,70,5473,3025,0
5571,2802,1822,1244,5868,-297,1
11563,5965,1286,1513,8764,2799,0
14026,9607,4381,1330,15318,-1292,1
7686,4664,2175,690,7529,157,1
7123,3752,2815,691,7258,-135,1
9968,4541,2897,117,7555,2413,0
6415,4254,2196,116,6566,-151,1
13079,7020,3996,1002,12018,1061,1
6464,3116,2563,1171,6850,-386,1
13733,8600,2523,918,12041,1692,1
8029,5008,1930,1393,8331,-302,1
4981,3382,1127,479,4988,-7,1
13130,8643,1438,337,10418,2712,0
13508,7176,3445,2980,13601,-93,1
7317,3058,2907,36,6001,1316,1
12193,5843,4240,893,10976,1217,1
7466,4450,1711,932,7093,373,1
5430,2458,1815,365,4638,792,1
9256,6118,1278,2602,9998,-742,1
11368,6653,3664,2639,12956,-1588,1
6405,4368,2283,349,7000,-595,1
14970,6413,3840,1761,12014,2956,1
12261,7537,1868,1990,11395,866,1
12129,6437,1449,3011,10897,1232,1
13558,6402,3969,1579,11950,1608,1
12017,5505,2890,1471,9866,2151,1
4892,3162,1670,400,5232,-340,1
7620,4680,1104,173,5957,1663,0
7691,3487,2577,514,6578,1113,1
10396,4252,1206,2021,7479,2917,0
10851,5191,3666,2629,11486,-635,1
9584,4710,3365,2595,10670,-1086,1
7233,3615,824,370,4809,2424,0
11499,4912,3080,2538,10530,969,1
13455,8731,3700,754,13185,270,1
5434,3568,1785,1508,6861,-1427,1
12261,7102,1626,1,8729,3532,0
8585,5359,1348,831,7538,1047,1
8302,5272,3311,432,9015,-713,1
13442,9256,4086,3434,16776,-3334,1
14525,9878,2700,1558,14136,389,1
6156,4201,877,661,5739,417,1
13569,8020,5408,2063,15491,-1922,1
6671,4348,2192,338,6878,-207,1
10944,7328,3064,7,10399,545,1
13528,7918,4709,1778,14405,-877,1
14963,9810,4878,404,15092,-129,1
10587,5838,3832,1475,11145,-558,1
13395,8154,5053,1144,14351,-956,1
14451,8313,3938,1311,13562,889,1
5382,2276,1262,1476,5014,368,1
12732,8530,3946,2924,15400,-2668,1
14544,6668,3056,1460,11184,3360,0
9253,5197,3103,1417,9717,-464,1
8643,5698,2346,348,8392,251,1
8014,5024,2649,2144,9817,-1803,1
10435,5810,4035,1301,11146,-711,1
10834,6877,3696,2381,12954,-2120,1
6807,2907,762,1127,4796,2011,0
7070,4503,894,509,5906,1164,1
10580,4366,2060,452,6878,3702,0
14389,8195,2787,2983,13965,424,1
10221,7144,3890,3036,14070,-3849,1
14225,7563,4891,3997,16451,-2226,1
5816,2923,1551,838,5312,504,1
13295,8630,3485,683,12798,497,1
6232,3012,1358,1820,6190,42,1
4143,2341,670,505,3516,627,1
10266,6530,2497,2530,11557,-1291,1
14743,6954,2839,2296,12089,2654,1
14463,7843,3084,435,11362,3101,0
10943,7031,3863,1748,12642,-1699,1
10196,4141,3364,1167,8672,1524,1
14713,7024,5837,2114,14975,-262,1
6002,3049,1260,1585,5894,108,1
6172,3604,656,1245,5505,667,1
14326,9725,5705,327,15757,-1431,1
13018,8356,5061,1067,14484,-1466,1
8585,4390,1305,1535,7230,1355,1
8798,5563,2610,1458,9631,-833,1
8147,5010,2014,1955,8979,-832,1
7624,4926,2320,426,7672,-48,1
4044,2620,1277,777,4674,-630,1
7778,3753,2525,441,6719,1059,1
6192,4009,1355,658,6022,170,1
5354,3256,1605,198,5059,295,1
10825,4405,2805,957,8167,2658,0
6931,4329,955,653,5937,994,1
4644,2326,889,492,3707,937,0
13143,8695,3268,963,12926,217,1
11329,5524,2657,2178,10359,970,1
4761,2816,1059,1192,5067,-306,1
13163,5756,3466,2818,12040,1123,1
13193,5708,3431,1882,11021,2172,1
5883,3040,1620,1369,6029,-146,1
13584,9134,4146,1337,14617,-1033,1
6529,3631,1363,1182,6176,353,1
4030,2014,882,361,3257,773,1
12603,6598,1572,3506,11676,927,1
6693,3419,1067,1424,5910,783,1
6742,4290,1590,685,6565,177,1
13287,9228,4032,422,13682,-395,1
14207,7136,4329,1356,12821,1386,1
8695,5864,2382,2306,10552,-1857,1
6634,3554,1005,441,5000,1634,0
9998,4476,3098,42,7616,2382,0
5841,2518,1342,730,4590,1251,0
4020,1682,1195,1172,4049,-29,1
13908,7795,3570,1123,12488,1420,1
6643,3410,1960,1667,7037,-394,1
7200,4193,2606,1085,7884,-684,1
14626,7112,1802,36,8950,5676,0
4089,2228,929,676,3833,256,1
10254,6477,1387,668,8532,1722,1
11596,6231,4579,1753,12563,-967,1
5272,3669,658,962,5289,-17,1
9021,6221,2800,1623,10644,-1623,1
4251,2961,1376,1097,5434,-1183,1
4749,2946,1445,901,5292,-543,1
6645,4162,2154,129,6445,200,1
5302,3273,1505,1509,6287,-985,1
4558,2728,776,139,3643,915,0
6479,3935,1012,349,5296,1183,1
4420,2172,1044,1317,4533,-113,1
6551,3898,2280,1724,7902,-1351,1
5438,2423,2081,850,5354,84,1
9364,5670,1290,1451,8411,953,1
14338,5867,5423,742,12032,2306,1
14952,7988,4177,426,12591,2361,1
8732,4786,2816,1974,9576,-844,1
12112,7347,3384,2738,13469,-1357,1
6177,2858,2457,659,5974,203,1
10399,5429,3132,2499,11060,-661,1
8496,5252,1391,1334,7977,519,1
6928,3809,2200,605,6614,314,1
14446,6350,3296,4189,13835,611,1
5990,2953,2290,140,5383,607,1
7028,3701,1214,1856,6771,257,1
13213,7227,2943,2751,12921,292,1
6312,3797,1841,1441,7079,-767,1
8749,3524,1801,1340,6665,2084,0
8488,5593,2761,290,8644,-156,1
6859,3093,1085,754,4932,1927,0
5182,2196,1520,919,4635,547,1
13629,9133,5165,368,14666,-1037,1
11578,7150,2097,2217,11464,114,1
7219,3276,2309,296,5881,1338,1
7444,4233,1192,1006,6431,1013,1
4678,2986,1184,1112,5282,-604,1
5811,3841,1821,875,6537,-726,1
10881,4860,2466,616,7942,2939,0
12943,5761,2216,1415,9392,3551,0
8355,3481,1892,1608,6981,1374,1
7842,4354,2929,1717,9000,-1158,1
10627,7272,1902,2994,12168,-1541,1
6983,3176,1647,1928,6751,232,1
8287,4279,2834,358,7471,816,1
9692,4209,1060,193,5462,4230,0
9526,6008,1990,2787,10785,-1259,1
5618,2294,1214,62,3570,2048,0
14782,6244,4778,4248,15270,-488,1
13170,8929,1684,1536,12149,1021,1
8982,6248,1951,1058,9257,-275,1
14213,8574,3393,3997,15964,-1751,1
8341,3592,2385,503,6480,1861,0
7503,4332,2803,2024,9159,-1656,1
11253,6480,2731,2440,11651,-398,1
14228,6172,1770,249,8191,6037,0
9664,4145,2100,638,6883,2781,0
10315,5718,1810,1568,9096,1219,1
7420,3810,2016,270,6096,1324,1
10838,4474,2122,2646,9242,1596,1
11230,4678,2515,1997,9190,2040,1
5623,3446,1189,1407,6042,-419,1
4771,2363,563,71,2997,1774,0
6136,2863,1313,261,4437,1699,0
13984,8435,4759,3278,16472,-2488,1
13435,5547,3176,490,9213,4222,0
6666,4547,2647,488,7682,-1016,1
7296,3422,2009,64,5495,1801,0
4682,3177,1083,537,4797,-115,1
7685,3516,2005,1217,6738,947,1
13739,5523,5340,978,11841,1898,1
11066,4640,1686,780,7106,3960,0
12105,7760,3884,120,11764,341,1
13498,6159,1696,2112,9967,3531,0
7087,4353,1282,1811,7446,-359,1
9347,6101,3528,539,10168,-821,1
11531,5672,3366,439,9477,2054,1
13803,9306,4149,944,14399,-596,1
7399,3927,1200,2003,7130,269,1
5088,2288,916,195,3399,1689,0
6946,2967,1640,685,5292,1654,0
10522,5562,1290,958,7810,2712,0
11640,6553,1493,2861,10907,733,1
14722,7991,4832,1104,13927,795,1
7971,5375,1212,965,7552,419,1
13298,5406,4117,1812,11335,1963,1
14612,6140,3059,1839,11038,3574,0
7628,4743,1683,1386,7812,-184,1
13531,8442,3285,1467,13194,337,1
9399,4115,2518,2194,8827,572,1
11889,5976,4152,1971,12099,-210,1
13579,7822,1753,3143,12718,861,1
13271,8307,3240,1803,13350,-79,1
9094,4675,1060,2585,8320,774,1
13653,9453,4000,1509,14962,-1309,1
13755,7609,5196,4031,16836,-3081,1
5227,2967,1702,623,5292,-65,1
10048,6849,1087,2510,10446,-398,1
12935,7340,2434,3248,13022,-87,1
13879,5899,2326,4010,12235,1644,1
11680,7282,3366,1820,12468,-788,1
9450,5698,1679,2723,10100,-650,1
9063,4428,1859,1424,7711,1352,1
9295,4935,1297,1204,7436,1859,0
10721,5939,3037,2578,11554,-833,1
8113,4893,2117,1158,8168,-55,1
11143,6523,4120,2256,12899,-1756,1
11989,5121,2638,703,8462,3527,0
11478,5837,3616,632,10085,1393,1
13764,7867,3544,3091,14502,-738,1
14890,6164,4517,4238,14919,-29,1
14616,5990,5403,4223,15616,-1000,1
6926,4595,1075,1772,7442,-516,1
5418,2736,1902,1512,6150,-732,1
9900,6023,1936,599,8558,1342,1
6420,3753,680,964,5397,1023,1
13822,7441,2144,2034,11619,2203,1
5977,3333,1638,993,5964,13,1
10773,4730,4030,1353,10113,660,1
14916,10228,1675,2010,13913,1003,1
10074,4892,1333,792,7017,3057,0
9027,5241,3098,122,8461,566,1
5088,3354,1188,10,4552,536,1
13193,6810,1541,2428,10779,2414,1
10447,6503,3355,3090,12948,-2501,1
9763,6526,2937,242,9705,58,1
12831,8539,4241,2318,15098,-2267,1
5323,2589,2010,1412,6011,-688,1
6294,3785,1384,527,5696,598,1
7463,3837,806,413,5056,2407,0
9728,5105,1289,1669,8063,1665,1
9861,5428,1125,1179,7732,2129,0
14229,9761,4110,2283,16154,-1925,1
13470,7495,3755,845,12095,1375,1
14719,9865,4033,271,14169,550,1
11561,6469,4119,1239,11827,-266,1
10709,4855,2531,1765,9151,1558,1
10077,4283,3327,2933,10543,-466,1
4813,3196,1518,279,4993,-180,1
11454,6228,2481,2533,11242,212,1
5528,2478,978,507,3963,1565,0
10016,5109,1602,755,7466,2550,0
4744,3270,499,88,3857,887,1
12265,5576,4263,1763,11602,663,1
6548,4074,1076,821,5971,577,1
6534,4226,1442,1922,7590,-1056,1
5674,3618,1019,479,5116,558,1
12010,5727,2852,1885,10464,1546,1
5646,3491,1827,1074,6392,-746,1
11098,6127,2370,1748,10245,853,1
9011,3951,1347,1094,6392,2619,0
9651,5174,3254,52,8480,1171,1
13595,6174,1410,2824,10408,3187,0
4687,2421,602,280,3303,1384,0
9438,3981,3601,1517,9099,339,1
6424,4276,1837,816,6929,-505,1
6688,3388,2169,776,6333,355,1
10320,7002,2797,2217,12016,-1696,1
11712,6722,2204,3495,12421,-709,1
8933,3688,2355,1629,7672,1261,1
12212,7221,2654,1630,11505,707,1
10636,6618,2840,2360,11818,-1182,1
8195,4243,1589,819,6651,1544,1
13246,6003,2285,2987,11275,1971,1
5966,3504,731,558,4793,1173,1
6159,3951,2194,1201,7346,-1187,1
14571,7988,2956,1547,12491,2080,1
4058,2683,540,662,3885,173,1
12074,5104,1372,2140,8616,3458,0
14515,9528,3876,789,14193,322,1
11104,7164,1122,231,8517,2587,0
12980,7365,2675,124,10164,2816,0
9243,5830,1731,1261,8822,421,1
7782,3588,2642,2247,8477,-695,1
5505,2250,2141,1488,5879,-374,1
14717,6677,4203,3658,14538,179,1
5690,3896,1833,1281,7010,-1320,1
10207,6490,2596,2225,11311,-1104,1
11935,7700,3541,54,11295,640,1
14246,9368,3067,1067,13502,744,1
9415,4211,1565,701,6477,2938,0
5705,2522,1379,627,4528,1177,0
7216,3837,2001,1725,7563,-347,1
12256,6292,2656,2450,11398,858,1
8201,4123,842,1422,6387,1814,0
14145,9488,1680,59,11227,2918,0
8768,4392,3086,2413,9891,-1123,1
10525,4743,3225,2565,10533,-8,1
5129,2652,1460,1127,5239,-110,1
4544,2625,656,714,3995,549,1
6050,3913,939,313,5165,885,1
7279,4223,2757,1267,8247,-968,1
8745,4857,2873,107,7837,908,1
6755,3706,1443,253,5402,1353,0
7011,3602,1444,128,5174,1837,0
11074,6544,2065,2065,10674,400,1
12431,7702,2764,3474,13940,-1509,1
9247,6352,3347,261,9960,-713,1
7593,4081,1389,960,6430,1163,1
8998,3698,1913,687,6298,2700,0
13628,5622,2173,2893,10688,2940,0
4982,2198,759,1418,4375,607,1
8551,5161,932,1440,7533,1018,1
5006,2732,1598,900,5230,-224,1
8450,4886,2614,1196,8696,-246,1
11151,5078,4122,2162,11362,-211,1
11177,5310,2962,71,8343,2834,0
4429,2640,712,1123,4475,-46,1
10934,6185,1601,918,8704,2230,0
13617,7086,5357,3978,16421,-2804,1
6133,4266,1093,527,5886,247,1
7613,5199,2072,1400,8671,-1058,1
8599,3467,3063,2023,8553,46,1
13633,6743,3178,1940,11861,1772,1
8971,4734,3173,1453,9360,-389,1
10515,6791,2842,1258,10891,-376,1
7831,3283,2816,509,6608,1223,1
5549,3142,920,1302,5364,185,1
7013,4767,1560,691,7018,-5,1
5021,2159,1690,444,4293,728,1
12226,5288,3222,2937,11447,779,1
6977,4152,1198,1945,7295,-318,1
14197,9729,1708,237,11674,2523,1
11429,7301,1244,101,8646,2783,0
10532,6745,4107,87,10939,-407,1
12962,6286,1847,2690,10823,2139,1
14477,9081,4982,1253,15316,-839,1
12881,8092,2424,61,10577,2304,1
5416,2343,1491,328,4162,1254,0
6452,4159,1525,1704,7388,-936,1
9456,6380,1840,1491,9711,-255,1
7054,3719,2705,1314,7738,-684,1
10464,6039,1481,1954,9474,990,1
11905,8058,3230,176,11464,441,1
7440,3854,2954,1580,8388,-948,1
7006,4509,821,1068,6398,608,1
8404,4321,2157,2158,8636,-232,1
5324,3510,1698,652,5860,-536,1
4321,2882,1520,1272,5674,-1353,1
7824,3353,1636,1890,6879,945,1
10114,4199,2292,1440,7931,2183,0
5575,2755,1658,766,5179,396,1
10485,6439,4184,2407,13030,-2545,1
9256,4564,1162,26,5752,3504,0
11421,4599,4024,3007,11630,-209,1
12216,6828,4576,3274,14678,-2462,1
9796,4981,2966,528,8475,1321,1
6228,3600,1392,197,5189,1039,1
8369,3392,2140,267,5799,2570,0
4480,2122,1738,60,3920,560,1
14239,8369,4224,988,13581,658,1
8155,5348,2309,1354,9011,-856,1
12506,8396,4918,31,13345,-839,1
4738,2053,1402,206,3661,1077,0
6810,2856,1104,940,4900,1910,0
7199,4257,1516,422,6195,1004,1
5622,2780,1146,536,4462,1160,0
4210,2098,1613,920,4631,-421,1
11689,5758,4359,2143,12260,-571,1
10106,4992,2268,38,7298,2808,0
13499,6383,2758,1763,10904,2595,1
9651,5415,2817,2623,10855,-1204,1
9494,4707,3256,394,8357,1137,1
9525,4450,3760,217,8427,1098,1
7722,4409,1424,45,5878,1844,0
14873,8001,4290,4227,16518,-1645,1
7788,4848,2198,963,8009,-221,1
9305,6099,2710,459,9268,37,1
8877,5552,3498,2339,11389,-2512,1
8872,4962,1946,1457,8365,507,1
13477,6822,5250,602,12674,803,1
14568,9362,3304,3179,15845,-1277,1
12248,5598,2254,2726,10578,1670,1
4866,1994,1414,898,4306,560,1
11049,7182,3606,1776,12564,-1515,1
5498,2476,1643,929,5048,450,1
8581,3797,894,190,4881,3700,0
11335,4738,3190,811,8739,2596,0
9378,5946,2421,1911,10278,-900,1
9367,4302,1542,2552,8396,971,1
14681,7172,4712,3698,15582,-901,1
4261,2392,845,868,4105,156,1
13442,6925,1942,3552,12419,1023,1
6218,4084,1204,183,5471,747,1
8315,4995,2218,630,7843,472,1
6561,2826,1285,963,5074,1487,0
14515,7174,4572,4206,15952,-1437,1
11897,6354,2450,1377,10181,1716,1
14449,6939,2211,1062,10212,4237,0
12475,7810,3891,3742,15443,-2968,1
13267,9097,1509,3580,14186,-919,1
6830,4186,840,1494,6520,310,1
8949,4568,1302,263,6133,2816,0
9445,5861,2978,708,9547,-102,1
9676,5044,3062,1030,9136,540,1
13527,8047,1393,3691,13131,396,1
7632,4202,2224,2229,8655,-1023,1
4644,2726,802,859,4387,257,1
9314,6304,3596,2355,12255,-2941,1
9424,5677,1923,1698,9298,126,1
13047,6211,3111,3789,13111,-64,1
9801,4030,3709,2713,10452,-651,1
9705,5562,2426,1251,9239,466,1
4903,2678,1556,1206,5440,-537,1
14076,5692,2911,671,9274,4802,0
11801,7882,4120,604,12606,-805,1
9567,4962,3110,1719,9791,-224,1
7586,3276,1606,893,5775,1811,0
4629,1891,1366,818,4075,554,1
11843,6785,2972,2487,12244,-401,1
8826,3559,1608,580,5747,3079,0
7150,3615,2595,1292,7502,-352,1
10330,7016,3331,3017,13364,-3034,1
8023,3486,1256,1522,6264,1759,0
10194,6855,1673,2232,10760,-566,1
9225,4278,1835,2729,8842,383,1
8585,4095,983,333,5411,3174,0
12214,7554,1281,511,9346,2868,0
11004,5642,3568,3251,12461,-1457,1
14442,9830,3782,2210,15822,-1380,1
8233,4413,1039,1370,6822,1411,1
7551,4910,1896,2135,8941,-1390,1
13665,9349,4146,429,13924,-259,1
14029,9420,4730,977,15127,-1098,1
11537,7209,1468,3265,11942,-405,1
13199,5675,3286,2273,11234,1965,1
9018,3898,2132,2703,8733,285,1
10378,4750,2695,3025,10470,-92,1
13959,7252,2270,546,10068,3891,0
10613,4458,4028,305,8791,1822,1
4456,2733,644,368,3745,711,1
9156,5896,3571,1936,11403,-2247,1
11625,5304,3303,869,9476,2149,1
6559,3624,1305,1475,6404,155,1
4399,2483,783,1041,4307,92,1
8345,4971,2266,1315,8552,-207,1
5385,2841,2089,1100,6030,-645,1
9343,3874,1439,1507,6820,2523,0
12278,4940,2197,1419,8556,3722,0
4616,2210,996,995,4201,415,1
14843,7576,3463,4277,15316,-473,1
9071,3918,1789,2502,8209,862,1
7524,5158,1973,124,7255,269,1
9148,5584,2990,2494,11068,-1920,1
4945,2300,1473,253,4026,919,1
10088,5743,3716,2072,11531,-1443,1
6890,4693,1085,1055,6833,57,1
14016,8819,2266,3174,14259,-243,1
10429,4855,2003,2875,9733,696,1
9714,6364,2715,2223,11302,-1588,1
11909,5856,3221,2575,11652,257,1
13667,8921,5211,576,14708,-1041,1
14825,9679,4705,672,15056,-231,1
8034,4096,2441,1319,7856,178,1
6092,3189,2212,1668,7069,-977,1
12886,6428,2847,521,9796,3090,0
11185,7210,2333,1877,11420,-235,1
4555,2990,799,222,4011,544,1
6461,3583,2363,1473,7419,-958,1
5529,2300,1768,185,4253,1276,0
8091,4197,1300,752,6249,1842,0
5494,2221,1756,754,4731,763,1
12666,6101,4924,3103,14128,-1462,1
10814,7261,2607,391,10259,555,1
5378,2400,1001,112,3513,1865,0
10665,4798,2758,1819,9375,1290,1
5530,3372,968,412,4752,778,1
13928,8756,2940,1239,12935,993,1
4845,3387,783,573,4743,102,1
9438,3929,2539,1365,7833,1605,1
5763,2497,1179,951,4627,1136,1
13535,6846,1772,2964,11582,1953,1
6659,3701,1597,1813,7111,-452,1
11427,5007,1704,419,7130,4297,0
11771,6876,4643,574,12093,-322,1
7015,4863,2598,1565,9026,-2011,1
13390,9283,2362,3530,15175,-1785,1
11002,5765,3254,2261,11280,-278,1
9206,6358,1456,2667,10481,-1275,1
6995,4534,1973,1195,7702,-707,1
11413,4597,1509,1811,7917,3496,0
7029,4682,2591,879,8152,-1123,1
12288,8453,2927,1479,12859,-571,1
9129,4006,2710,2614,9330,-201,1
9271,4513,1569,142,6224,3047,0
13781,8990,3146,182,12318,1463,1
13554,7479,4397,1475,13351,203,1
12082,7431,1340,99,8870,3212,0
12406,5884,1783,197,7864,4542,0
9450,4076,2706,2591,9373,77,1
5091,2616,876,1075,4567,524,1
11691,5010,3646,637,9293,2398,0
14953,6801,3215,4329,14345,608,1
10941,4531,2513,1422,8466,2475,0
5850,3335,1949,178,5462,388,1
9740,6379,1212,467,8058,1682,1
7018,3180,918,1890,5988,1030,1
7257,3256,2410,922,6588,669,1
10688,6903,2760,1366,11029,-341,1
8255,5498,2001,1856,9355,-1100,1
10397,5226,3090,1496,9812,585,1
9107,6333,1481,759,8573,534,1
14927,7154,5269,3709,16132,-1205,1
12294,6565,3080,893,10538,1756,1
5071,2585,1829,128,4542,529,1
9717,4705,1296,1414,7415,2302,0
5894,3407,2192,1132,6731,-837,1
13474,6117,1622,3931,11670,1804,1
4795,2259,1455,1174,4888,-93,1
13236,8746,3264,2364,14374,-1138,1
5517,3531,1870,1066,6467,-950,1
8101,3604,1598,1934,7136,965,1
8261,4803,2618,732,8153,108,1
8321,4513,966,2197,7676,645,1
8833,5749,2048,517,8314,519,1
4660,3103,1279,537,4919,-259,1
11602,6886,1610,349,8845,2757,0
11129,4676,4437,499,9612,1517,1
14033,9682,4074,909,14665,-632,1
10087,5998,3642,851,10491,-404,1
9631,4585,3734,2606,10925,-1294,1
6287,2883,1676,1056,5615,672,1
13772,8134,4115,3411,15660,-1888,1
6648,3206,1254,1728,6188,460,1
11565,6314,3015,667,9996,1569,1
10483,6697,2927,2697,12321,-1838,1
10160,5038,2417,37,7492,2668,0
10076,6561,1023,1970,9554,522,1
11568,5691,1828,3190,10709,859,1
11964,8232,2874,2397,13503,-1539,1
4225,2084,1428,1091,4603,-378,1
5824,3787,1494,1677,6958,-1134,1
10598,4791,2958,10,7759,2839,0
14832,9586,3756,1845,15187,-355,1
4408,2609,1682,891,5182,-774,1
14858,7418,3012,1940,12370,2488,1
11935,8146,3224,1934,13304,-1369,1
5181,2240,1791,31,4062,1119,0
14521,7812,5172,1350,14334,187,1
5619,3436,1689,1093,6218,-599,1
12242,5965,4518,2483,12966,-724,1
11049,4724,1578,2312,8614,2435,0
11453,6543,1205,1341,9089,2364,0
10627,7047,2403,1101,10551,76,1
6743,3182,1657,1099,5938,805,1
8540,4579,1583,1348,7510,1030,1
4516,2820,558,1126,4504,12,1
12220,5318,4866,2708,12892,-672,1
11701,7283,4026,590,11899,-198,1
13891,6544,4471,812,11827,2064,1
5175,3255,1915,1095,6265,-1090,1
9214,5377,1070,2753,9200,14,1
6250,4295,1225,434,5954,296,1
9518,5673,1381,1541,8595,923,1
14050,9073,4270,406,13749,301,1
7623,3593,1212,1182,5987,1636,0
6862,4184,1798,1646,7628,-766,1
5688,3069,1958,1221,6248,-560,1
12515,7242,2862,2790,12894,-379,1
6453,2992,911,1793,5696,757,1
8814,4821,1274,900,6995,1819,0
14610,6289,3243,2067,11599,3011,0
10741,7207,2645,423,10275,466,1
7508,3514,2034,1354,6902,606,1
8650,5099,1514,1457,8070,580,1
14507,8837,5531,3426,17794,-3287,1
10093,4527,2810,1511,8848,1245,1
6586,4378,2202,994,7574,-988,1
6785,3323,1257,841,5421,1364,0
5813,3827,1164,1177,6168,-355,1
11673,4967,3832,406,9205,2468,0
14270,9291,5528,3694,18513,-4243,1
7180,3104,1138,2047,6289,891,1
13782,9093,2959,3663,15715,-1933,1
7105,4189,986,284,5459,1646,0
9299,6039,3398,2404,11841,-2542,1
10335,4279,1715,2369,8363,1972,1
13683,8291,2943,1983,13217,466,1
7372,5157,2018,1552,8727,-1355,1
6743,3071,827,148,4046,2697,0
5016,2181,1085,112,3378,1638,0
8471,5431,3193,1276,9900,-1429,1
6715,4610,1219,1019,6848,-133,1
10339,4560,2748,807,8115,2224,0
7482,5149,2504,55,7708,-226,1
8461,4556,1297,2137,7990,471,1
9583,6336,3812,1735,11883,-2300,1
9980,5264,2338,2868,10470,-490,1
11492,7848,2788,2164,12800,-1308,1
7909,3695,902,2372,6969,940,1
9517,6456,2585,2247,11288,-1771,1
11349,6558,1944,2380,10882,467,1
4076,1786,652,788,3226,850,0
13477,9180,3714,1144,14038,-561,1
10022,6502,3908,1171,11581,-1559,1
14345,6052,3652,2664,12368,1977,1
12743,6177,3100,2191,11468,1275,1
4874,2762,1363,1396,5521,-647,1
10609,5261,3901,1611,10773,-164,1
6905,3360,1427,1523,6310,595,1
7087,3596,1902,1597,7095,-8,1
8678,5949,3274,1625,10848,-2170,1
6384,4137,811,1604,6552,-168,1
14490,9200,5546,1099,15845,-1355,1
4654,2792,1237,574,4603,51,1
4709,2605,1648,375,4628,81,1
6183,4003,1390,1326,6719,-536,1
6583,3625,2097,1706,7428,-845,1
7822,3340,2266,2027,7633,189,1
11764,5971,3027,1593,10591,1173,1
13628,5692,2403,189,8284,5344,0
6581,3448,1415,1517,6380,201,1
7837,4183,1823,1689,7695,142,1
12224,5003,4795,1479,11277,947,1
11995,7605,4202,2524,14331,-2336,1
8593,4677,1783,801,7261,1332,1
11962,7008,1667,396,9071,2891,0
13050,6820,4819,2215,13854,-804,1
14805,9172,3723,4340,17235,-2430,1
4526,2837,1724,906,5467,-941,1
10646,4792,3502,70,8364,2282,0
11568,7989,3291,2633,13913,-2345,1
9539,5815,2365,2028,10208,-669,1
11514,5253,2275,1061,8589,2925,0
6630,4548,2291,1472,8311,-1681,1
13958,6582,4915,196,11693,2265,1
